"subject","session","window_iter","window_length","window_start","x","y","letter_loc","face_dir","choose_onset","choose_rt_time","choose_reactiontime","num_moves","num_turns","num_north","num_south","num_west","num_east","mean_reactiontime","sd_reactiontime"
"40","2","8","36000","274409","2 2 2 5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5","-2 -2 -2 -2 -2 1.25 6 6 6 6 1.5","R R R S S M E E F F N","W N E E N N N E E S S","275099 277298 280138 281898 284884 287057 289950 300255 302402 304442 306868","275585 278377 280173 282646 285322 287569 297379 300622 302679 305130 307358","486 1079 35 748 438 512 7429 367 277 688 490","5","6","4","2","1","4","1140.81818181818","2102.7108606835"
"40","2","9","36000","308969","8.5 8.5 8.5 5.5 2 2 2 5.5 8.5 8.5 8.5 8.5","1.5 6 6 6 6 6 6 6 6 6 1.5 1.5","N F F E D D D E F F N N","N N W W W S E E E S S N","310814 315494 323226 325386 327265 329878 332091 333958 335238 337331 339464 343397","312327 319714 323654 325498 327400 330360 332180 333980 335549 337726 339928 343689","1513 4220 428 112 135 482 89 22 311 395 464 292","6","6","3","3","3","3","705.25","1173.07003007261"
"40","2","10","36000","343529","8.5 8.5 5.5 5.5 5.5 5.5 3.5 5.5 5.5 5.5","6 6 6 6 1.25 1.25 -0.5 1.25 1.25 1.25","F F E E M M O M M M","N W W S S W E E N W","346850 350369 352449 354515 356955 360408 362248 368047 374753 377139","346868 350720 352757 355144 356974 360548 362411 368945 375446 388085","18 351 308 629 19 140 163 898 693 10946","5","5","2","2","4","2","1416.5","3361.50440031444"
"40","2","11","36000","378089","3.5","-0.5","O","E","389778","410854","21076","1","0","0","0","0","1","21076",NA
"40","2","12","36000","412649","5.5 5.5 5.5 5.5 2 2 2 2 4","1.25 1.25 -2 -2 -2 -2 3 3 4.5","M M S S R R J J K","E S S W W N N E E","416481 422973 425386 428626 430786 433399 437172 440771 442731","417165 423688 426030 429085 431075 435409 437506 441037 449557","684 715 644 459 289 2010 334 266 6826","5","4","2","2","2","3","1358.55555555556","2118.18460663318"
"40","2","13","36000","447209","2 2 2 2 5.5 5.5 5.5 5.5 3.5","3 3 6 6 6 6 1.25 1.25 -0.5","J J D D E E M M O","W N N E E S S W E","456276 462475 464555 467528 469368 471474 473780 477633 480566","456572 462860 465062 467603 470221 472079 474177 478866 480814","296 385 507 75 853 605 397 1233 248","5","4","2","2","2","3","511","350.260974132146"
"40","2","14","30060","481769","5.5 5.5 5.5 5.5 2 2 2 5.5 5.5 5.5","1.25 1.25 -2 -2 -2 -2 -2 -2 -2 1.25","M M S S R R R S S M","E S S W W S E E N N","486872 492805 495258 498004 499817 502483 504563 507229 509842 511829","487005 493558 495407 498113 500157 502859 505452 507604 510098 512187","133 753 149 109 340 376 889 375 256 358","5","5","2","3","2","3","373.8","258.873113491704"
"41","1","1","36000","40928","-2.5 -2.5 -2.5 2 2 2 2 3.5 2 -2.5 -3.75","3.75 -2 -2 -2 -2 -5.75 -5.75 -7.75 -5.75 -5.75 -5.75","H Q Q R R U U W U T X","S S E E S S E W W W W","40928 43928 48114 50301 52860 55007 57753 60166 66579 73552 76525","42132 44228 48587 50372 53219 55024 58370 60892 67750 73654 76982","1204 300 473 71 359 17 617 726 1171 102 457","8","3","0","4","4","3","499.727272727273","406.055929869049"
"41","1","2","36000","75488","-3.75 -3.75 -3.75 -0.5 -0.5 -3.75 -3.75 -5.25 -5.25 -5.25 -5.25","-5.75 -5.75 -7.75 -7.75 -7.75 -7.75 -5.75 -5.75 -2.25 -2.25 -5.75","X X V Y Y V X Z P P Z","W S E S W N N N E S E","76525 78431 80778 85017 87963 92243 96083 98282 102909 107455 109881","76982 78980 81724 85970 88956 92554 96501 98913 103294 108145 110083","457 549 946 953 993 311 418 631 385 690 202","8","3","3","3","2","3","594.090909090909","274.185139840019"
"41","1","3","36000","110048","-3.75 -2.5 2 3.5 2 2 2 2 2 2 5.5","-5.75 -5.75 -5.75 -7.75 -5.75 -5.75 -2 3 6 6 6","X T U W U U R J D D E","E E E W W N N N N E E","114121 115467 116894 120173 126146 132225 134292 137078 140531 143251 145317","114407 115864 117277 120457 126435 132561 134355 137251 140765 143530 145578","286 397 383 284 289 336 63 173 234 279 261","9","2","4","0","2","5","271.363636363636","93.6816660049049"
"41","1","4","36000","144608","5.5 8.5 8.5 8.5 8.5 8.5 8.5 5.5 5.5 5.5 5.5 3.5 5.5","6 6 6 1.5 1.5 6 6 6 6 1.25 1.25 -0.5 1.25","E F F N N F F E E M M O M","E E S S N N W W S S W E E","145317 146864 148930 150943 154490 158103 161782 163835 165742 167942 171595 173834 179860","145578 147145 149185 151010 154912 158275 162069 163947 166135 168147 172103 174209 180625","261 281 255 67 422 172 287 112 393 205 508 375 765","8","5","2","4","3","4","315.615384615385","183.619869323166"
"41","1","5","36000","179168","5.5 5.5 5.5 5.5 2 -2.5 -2.5 -2.5 -2.5 -3.75 -5.25 -5.25","1.25 1.25 -2 -2 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -5.75","M M S S R Q Q T T X Z Z","E S S W W W S S W W N E","179860 186446 188499 193459 195605 198205 201018 203191 205951 208044 210137 213044","180625 186765 190828 193882 195862 198529 201401 203210 206320 208471 210567 213377","765 319 2329 423 257 324 383 19 369 427 430 333","7","5","1","4","5","2","531.5","590.26981503839"
"41","1","6","36000","213728","-3.75 -3.75 -3.75 -3.75 -3.75 -3.75 -2.5 2 2 2 -2.5 -2.5 -2.5 -2.5","-5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -2 3.75","X X V V X X T U U U T T Q H","E S E N N E E E N W W N N N","215177 217136 219256 222616 224389 226575 228682 229722 233215 235361 237548 240574 242534 245653","216069 217468 219352 222671 224774 226876 228703 230643 233612 235789 237944 240823 242988 246458","892 332 96 55 385 301 21 921 397 428 396 249 454 805","8","6","6","1","2","5","409.428571428571","287.233947609506"
"41","1","7","36000","248288","-2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 2 2 2 2 3.5","6 6 6 3.75 3.75 3.75 -2 -2 -2 -2 -5.75 -5.75 -7.75","B B B H H H Q Q R R U U W","N E S S W S S E E S S E W","250280 252559 254546 257879 260185 262785 264785 268904 270717 273330 277357 280210 282170","250768 252843 256081 258505 260991 262987 265020 268986 270830 275558 277484 280371 282310","488 284 1535 626 806 202 235 82 113 2228 127 161 140","6","7","1","6","2","4","540.538461538462","649.315616037971"
"41","1","8","36000","282848","2 2 2 2 2 2 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5","-5.75 -5.75 -2 -2 -2 -2 -2 -2 3.75 3.75 3.75 3.75","U U R R R R Q Q H H G G","W N N E N W W N N W W N","287996 293968 296101 299354 301154 303301 305180 307900 309927 313859 315766 318166","288181 294365 296627 299437 301589 303450 305419 308130 310049 314024 316342 318335","185 397 526 83 435 149 239 230 122 165 576 169","5","7","6","0","5","1","273","166.499795249669"
"41","1","9","36000","317408","-5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75","3.75 6 6 3.75 3.75 3.75 3.75 -2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75","G A A G G H H Q T T X X V V X","N W S S E E S S S W W S E N N","318166 320152 323618 325658 328058 329871 331711 333537 337764 340537 342283 344096 346136 349869 351655","318335 320204 323925 326264 328113 329882 331755 333899 337817 340581 342742 344336 346583 349946 351755","169 52 307 606 55 11 44 362 53 44 459 240 447 77 100","8","7","3","6","3","3","201.733333333333","190.337094450371"
"41","1","10","36000","351968","-3.75 -2.5 2 3.5 2 2 2 2 2 2 5.5 8.5 8.5","-5.75 -5.75 -5.75 -7.75 -5.75 -5.75 -2 3 6 6 6 6 6","X T U W U U R J D D E F F","E E E W W N N N N E E E S","353562 355468 356655 359508 365361 371547 373453 376213 379533 382186 384065 385412 387558","353667 355638 356982 359670 365741 371741 373477 376238 379703 382278 384137 385758 387745","105 170 327 162 380 194 24 25 170 92 72 346 187","9","4","4","1","2","6","173.384615384615","116.461394505889"
"41","1","11","36000","386528","8.5 8.5 5.5 2 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -2.5 -1 -1 -1 -1","6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 6","F F E D C C C B B B B B C C I C","S W W W W S W W S E S E E S E N","387558 389491 391491 393691 395891 397731 399744 401610 402823 404583 406983 410449 412462 413462 415542 419648","387745 389718 391900 393757 395896 397953 399828 401714 402848 405234 408681 410710 412569 413695 415692 420079","187 227 409 66 5 222 84 104 25 651 1698 261 107 233 150 431","7","9","1","5","6","4","303.75","408.153647539747"
"41","1","12","36000","421088","-1 2 2 2 2 2 2 3.5 2 -2.5 -3.75","6 6 6 3 -2 -5.75 -5.75 -7.75 -5.75 -5.75 -5.75","C D D J R U U W U T X","E E S S S S E W W W W","424035 427007 429274 431140 433593 437220 440099 441993 447712 453605 456604","424053 427633 429409 431264 433866 437386 440208 442022 447831 453609 456919","18 626 135 124 273 166 109 29 119 4 315","8","3","0","4","4","3","174.363636363636","178.768158645365"
"41","1","13","36000","455648","-3.75 -3.75 -3.75 -3.75 -3.75 -5.25 -5.25 -5.25 -5.25 -3.75 -3.75 -3.75 -2.5","-5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -2.25 -2.25 -5.75 -5.75 -5.75 -5.75 -5.75","X X V V X Z P P Z X X X T","W S E N N N E S E E S E E","456604 458258 460071 463444 465257 467150 471256 475589 479909 484321 486001 487854 489974","456919 458293 460164 463534 465377 467250 471443 478174 480264 484911 486073 488200 490676","315 35 93 90 120 100 187 2585 355 590 72 346 702","8","5","3","3","1","6","430","679.884916732236"
"41","1","14","29083","490208","-2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5","-5.75 -2 3.75 3.75 3.75 3.75 6 6 3.75 3.75 3.75 3.75 6","T Q H H G G A A G G H H B","N N N W W N W S S E E N N","491694 493667 496707 500746 502653 504586 506599 510079 511852 513705 515518 517411 519291","491844 494021 496925 500901 502754 504795 506661 510130 511904 513780 515585 517558 519294","150 354 218 155 101 209 62 51 52 75 67 147 3","7","6","6","2","3","2","126.461538461538","94.0856129496033"
"41","2","1","36000","30290","-2.5 -2.5 -2.5 2 2 2 2 2 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5","-5.75 -2 -2 -2 -2 3 6 6 6 6 6 6 6 3.75 3.75 3.75 3.75","T Q Q R R J D D C C C B B H H G G","N N E E N N N W W S W W S S W W S","30290 33770 36516 38396 41022 42889 46422 48955 50914 52968 54861 56807 58127 59874 61740 64393 66260","31896 33823 36614 38556 41162 43143 46467 49095 51158 53079 55005 57004 58136 60061 62590 64426 66380","1606 53 98 160 140 254 45 140 244 111 144 197 9 187 850 33 120","8","9","5","4","6","2","258.294117647059","394.75162518758"
"41","2","2","36000","64850","-5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -1 2 2 2","3.75 0 0 3.75 6 6 3.75 3.75 3.75 3.75 6 6 6 6 6 3","G L L G A A G G H H B B C D D J","S E N N W S S E E N N E E E S S","66260 68433 73192 75179 77912 81351 83204 85671 87484 89510 91444 93443 95190 96443 98469 100563","66380 68796 73454 75218 77943 81492 83872 85743 87685 89712 91636 93452 95556 96814 98842 100741","120 363 262 39 31 141 668 72 201 202 192 9 366 371 373 178","9","7","4","5","1","6","224.25","172.150128279553"
"41","2","3","36000","99410","2 2 4 2 2 2 2 2 2 5.5 5.5 5.5","3 3 4.5 3 3 3 3 -2 -2 -2 -2 1.25","J J K J J J J R R S S M","S E E W N E S S E E N N","100563 103056 104922 111788 117867 119614 122840 124787 128266 130066 132679 134466","100741 103122 105056 111930 117901 121109 122995 124913 128282 130419 132707 134533","178 66 134 142 34 1495 155 126 16 353 28 67","6","6","3","3","1","5","232.833333333333","407.859564363059"
"41","2","4","36000","133970","5.5 5.5 5.5 8.5 8.5 8.5 5.5 5.5 5.5 5.5 3.5 5.5 5.5","1.25 6 6 6 6 6 6 6 1.25 1.25 -0.5 1.25 1.25","M E E F F F E E M M O M M","N N E E S W W S S W E E N","134466 136919 139852 141878 143705 145478 147478 149437 151304 155023 156810 162609 168462","134533 136974 140080 141913 143720 145677 147643 149479 151566 155097 156954 162649 168569","67 55 228 35 15 199 165 42 262 74 144 40 107","7","6","3","3","3","4","110.230769230769","81.3850455613661"
"41","2","5","36000","168530","5.5 5.5 2 2 2 2 2 2 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75","6 6 6 6 3 -2 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75","E E D D J R U U T X X V V X","N W W S S S S W W W S E N N","170302 173435 175181 178194 180087 182634 186207 189046 190860 193886 195739 197766 201165 203018","170553 173468 176035 178336 180297 182842 186316 189148 190977 194166 196000 197884 201288 203072","251 33 854 142 210 208 109 102 117 280 261 118 123 54","9","5","3","5","5","1","204.428571428571","201.975518046396"
"41","2","6","36000","203090","-5.25 -5.25 -5.25 -5.25 -3.75 -2.5 2 3.5 2 2 2","-5.75 -2.25 -2.25 -5.75 -5.75 -5.75 -5.75 -7.75 -5.75 -5.75 -2","Z P P Z X T U W U U R","N E S E E E E W W N N","204871 208911 213271 215124 219217 220390 221430 224243 230149 236055 237841","204905 209129 213413 215157 219304 220422 221488 224483 230285 236126 237911","34 218 142 33 87 32 58 240 136 71 70","9","2","3","1","2","5","101.909090909091","73.2713512164946"
"41","2","7","36000","237650","2 2 -2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75 -3.75 -5.25 -5.25 -5.25 -5.25","-2 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75 -5.75 -5.75 -2.25 -2.25 -5.75","R R Q Q T T X X V V X Z P P Z","N W W S S W W S E N N N E S E","237841 240628 242507 245160 246987 249747 251493 253280 255479 258852 260719 262599 266652 270838 272798","237911 240774 242680 245200 247022 249761 251923 253694 255578 258994 260808 262648 266679 271087 272964","70 146 173 40 35 14 430 414 99 142 89 49 27 249 166","9","6","4","4","4","3","142.866666666667","130.895741863879"
"41","2","8","36000","272210","-5.25 -3.75 -2.5 2 3.5 2 2 2 2 5.5 5.5 5.5 5.5","-5.75 -5.75 -5.75 -5.75 -7.75 -5.75 -5.75 -2 -2 -2 -2 1.25 1.25","Z X T U W U U R R S S M M","E E E E W W N N E E N N W","272798 277010 278210 279517 282397 288409 294435 296208 299008 300888 303248 305034 307461","272964 277119 278506 279835 282700 288636 294490 296282 299181 300994 303273 305060 307788","166 109 296 318 303 227 55 74 173 106 25 26 327","9","4","4","0","3","6","169.615384615385","113.801390194744"
"41","2","9","36000","306770","5.5 5.5 5.5 5.5 2 2 2 2 2 5.5 5.5 5.5 5.5 3.5","1.25 1.25 6 6 6 6 3 -2 -2 -2 -2 1.25 1.25 -0.5","M M E E D D J R R S S M M O","W N N W W S S S E E N N W E","307461 309500 311367 314446 316220 319073 321179 323712 327258 329445 331831 333658 336257 338004","307788 309630 311586 314486 316932 319424 321381 323920 327675 329586 331928 333875 336269 338294","327 130 219 40 712 351 202 208 417 141 97 217 12 290","7","7","4","3","4","3","240.214285714286","178.51402813717"
"41","2","10","36000","341330","5.5 5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5 5.5 2 -1 -1 -1","1.25 1.25 6 6 6 6 6 6 6 6 6 6 6 6","M M E E E E F F F E D C C C","E N N E S E E S W W W W S W","343950 349936 351669 354695 356695 358548 360428 362335 364121 365974 368027 371694 374320 376280","344130 349959 351803 354896 356819 358639 360532 362364 364171 366250 369540 372498 374489 376587","180 23 134 201 124 91 104 29 50 276 1513 804 169 307","6","8","2","3","5","4","286.071428571429","403.633013875364"
"41","2","11","36000","375890","-1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5","6 6 6 3.75 3.75 3.75 3.75 0 0 3.75 3.75 3.75 3.75 -2 -5.75","C B B H H G G L L G G H H Q T","W W S S W W S E N N E E S S S","376280 378373 380026 381919 383786 385826 387825 389705 394131 395944 399024 400984 402877 404983 409303","376587 378905 380192 382093 384039 386007 387912 389738 394216 396340 399223 401062 403204 405414 409453","307 532 166 174 253 181 87 33 85 396 199 78 327 431 150","8","7","2","6","4","3","226.6","145.217964256689"
"41","2","12","36000","410450","-2.5 -3.75 -5.25 -5.25 -5.25 -5.25 -3.75 -2.5 -2.5 -2.5 -2.5 2 2 2","-5.75 -5.75 -5.75 -2.25 -2.25 -5.75 -5.75 -5.75 -5.75 -2 -2 -2 -2 -5.75","T X Z P P Z X T T Q Q R R U","W W N E S E E E N N E E S S","412183 414129 415809 418955 423155 424915 429514 430914 432354 434580 437353 439220 441820 443673","412391 414145 416478 418994 423186 425447 429571 431335 432764 434678 437424 439317 441873 443925","208 16 669 39 31 532 57 421 410 98 71 97 53 252","9","5","3","3","2","6","211","213.442480091692"
"41","2","13","36000","445010","2 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -1 2 2 2 2 4 2","-5.75 -5.75 -5.75 -2 3.75 6 6 6 6 6 3 3 4.5 3","U T T Q H B B C D D J J K J","W W N N N N E E E S S E E W","446659 448659 451325 453058 455885 459844 461857 463804 464817 466484 468283 471030 472976 479762","446940 448706 451339 453195 456031 460053 462057 463919 464827 466563 468699 471188 473043 479878","281 47 14 137 146 209 200 115 10 79 416 158 67 116","9","5","4","2","3","5","142.5","109.676271888611"
"41","2","14","30509","479570","2 2 2 2 -2.5 -2.5 -2.5 -2.5 -3.75 -3.75 -3.75 -3.75","3 3 -2 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75","J J R R Q Q T T X X V V","W S S W W S S W W S E N","479762 485815 487668 491534 493747 496374 498440 501387 503266 504866 506773 510079","479878 485956 488169 491960 493881 496655 498656 501540 503509 504978 506792 510232","116 141 501 426 134 281 216 153 243 112 19 153","6","6","1","5","5","1","207.916666666667","137.974607896679"
"43","1","1","36000","101975","2 3.5 2 2 2 2 5.5 5.5 5.5 5.5","-5.75 -7.75 -5.75 -5.75 -2 -2 -2 -2 1.25 6","U W U U R R S S M E","E W W N N E E N N N","101975 106361 112694 120720 123026 126506 128785 131438 133518 136318","103394 107006 114936 121289 123799 127062 129173 131773 133917 136592","1419 645 2242 569 773 556 388 335 399 274","7","3","5","0","2","3","760","615.32484645646"
"43","1","2","36000","136535","5.5 8.5 8.5 8.5 8.5 8.5 8.5 5.5 2 2 2 -1 -2.5","6 6 6 1.5 1.5 6 6 6 6 6 6 6 6","E F F N N F F E D D D C B","E E S S N N W W W S W W W","139477 142077 144423 146223 150023 154222 157822 159835 162035 164781 166887 169381 171420","139772 142633 144476 146522 151046 154296 158074 160231 162616 165128 167625 169602 172159","295 556 53 299 1023 74 252 396 581 347 738 221 739","7","6","2","3","6","2","428.769230769231","284.064591788016"
"43","1","3","36000","171095","-2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5","6 6 3.75 3.75 3.75 3.75 3.75 3.75 6 6 3.75 0 0 3.75 3.75","B B H H G G G G A A G L L G G","W S S W W S E N W S S E N N E","171420 173273 175166 177446 179539 181392 184019 186352 188165 191738 194671 196684 201257 203563 206363","172159 173443 175751 177740 179570 181504 184602 186362 188329 192948 194886 196868 201829 203676 206996","739 170 585 294 31 112 583 10 164 1210 215 184 572 113 633","7","8","3","5","4","3","374.333333333333","334.5587000954"
"43","1","4","36000","205655","-5.5 -2.5 -2.5 -2.5 -2.5 2 2 2 2 -2.5 -3.75 -3.75 -3.75 -3.75","3.75 3.75 3.75 -2 -2 -2 -2 -5.75 -5.75 -5.75 -5.75 -5.75 -7.75 -7.75","G H H Q Q R R U U T X X V V","E E S S E E S S W W W S E N","206363 208736 210736 212722 218041 220214 222814 224907 228014 229920 232840 235013 237519 240945","206996 208921 210942 214147 218496 220313 223124 225286 228188 229927 233659 235717 237658 241609","633 185 206 1425 455 99 310 379 174 7 819 704 139 664","7","7","1","5","3","5","442.785714285714","379.942541925533"
"43","1","5","36000","240215","-3.75 -3.75 -3.75 -2.5 2 2 2 2 2 2 2 2 5.5 5.5","-7.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -5.75 -2 3 6 6 6 6","V X X T U U U U R J D D E E","N N E E E N W N N N N E E S","240945 243345 245678 247838 249384 252197 254810 257743 260423 263529 266942 269782 272528 274101","241609 243886 246042 248361 249654 253053 255055 258692 260816 263654 267297 270728 272830 275069","664 541 364 523 270 856 245 949 393 125 355 946 302 968","7","7","7","1","1","5","535.785714285714","291.703004539108"
"43","1","6","36000","274775","5.5 8.5 8.5 8.5 5.5 2 -1 -1 -1 -2.5 -2.5 -2.5 -1 -1 -1 -1","6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 6","E F F F E D C C C B B B C C I C","E E S W W W W S W W S E E S E N","276794 279048 281087 283167 285500 287540 289913 291913 293979 296259 297645 299832 301751 302765 304684 309084","277258 279295 281426 283701 285750 287747 290106 292189 294463 296514 298119 300005 301870 302839 305138 309705","464 247 339 534 250 207 193 276 484 255 474 173 119 74 454 621","8","8","1","4","6","5","322.75","162.019546145931"
"43","1","7","36000","309335","-1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5 -2.5 -2.5","6 6 6 3.75 3.75 3.75 3.75 0 0 3.75 3.75 3.75 3.75","C B B H H G G L L G G H H","W W S S W W S E N N E E N","313657 317163 318523 320589 322482 324562 326535 329522 334988 336854 339960 342720 344680","315366 317406 318860 320787 322768 324723 326612 330596 335131 337282 340978 342859 344872","1709 243 337 198 286 161 77 1074 143 428 1018 139 192","6","7","3","3","4","3","461.923076923077","493.45034561721"
"43","1","8","36000","343895","-2.5 -2.5 -2.5 -1 2 2 2 2 2 5.5 5.5 5.5 5.5 3.5 5.5","3.75 6 6 6 6 6 3 -2 -2 -2 -2 1.25 1.25 -0.5 1.25","H B B C D D J R R S S M M O M","N N E E E S S S E E N N W E E","344680 346599 348599 350866 352159 354465 356345 358718 362398 364837 367197 369103 371570 373356 379302","344872 346803 349140 351261 352803 354632 356390 359054 363042 364956 367356 369182 371628 373653 380012","192 204 541 395 644 167 45 336 644 119 159 79 58 297 710","9","6","4","3","1","7","306","229.328834396624"
"43","1","9","36000","378455","5.5 5.5 5.5 5.5 5.5 5.5 2 2 2 2 2 2 2","1.25 1.25 1.25 1.25 6 6 6 6 3 -2 -2 -2 -5.75","M M M M E E D D J R R R U","E S W N N W W S S S E S S","379302 385835 387981 390488 392634 395607 397393 400393 402153 404499 408166 410085 412045","380012 386249 388768 390918 392729 395671 398238 400395 402187 404805 408304 410248 412244","710 414 787 430 95 64 845 2 34 306 138 163 199","6","7","2","6","3","2","322.076923076923","294.163350747636"
"43","1","10","36000","413015","2 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5 -5.5","-5.75 -5.75 -5.75 -2 -2 -2 3.75 3.75 3.75 3.75 0 0 3.75 6","U T T Q Q Q H H G G L L G A","W W N N E N N W W S E N N W","414978 416884 419577 421657 424417 426950 428910 432776 434896 436815 438882 443388 445388 448121","415159 416954 419930 421707 425145 427168 428966 433142 435003 437093 439018 443670 445441 448160","181 70 353 50 728 218 56 366 107 278 136 282 53 39","7","7","6","1","5","2","208.357142857143","188.654183889203"
"43","1","11","36000","447575","-5.5 -5.5 -5.5 -5.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -2.5 -1 -1 -1 -1","6 6 3.75 3.75 3.75 3.75 3.75 3.75 6 6 6 6 6 6 3 6","A A G G H H H H B B B B C C I C","W S S E E S W N N E S E E S E N","448121 451587 453427 455667 457880 459826 461879 465345 467172 469012 470825 473318 475424 476424 478344 482397","448160 451693 453870 456134 458002 460087 463546 465373 467230 469122 471540 473671 475546 476492 478440 482726","39 106 443 467 122 261 1667 28 58 110 715 353 122 68 96 329","7","9","3","5","2","6","311.5","410.326699106943"
"43","1","12","36000","482135","-1 -1 -1 -1 2 2 2 2 4 2 2","6 6 6 6 6 6 3 3 4.5 3 3","C C C C D D J J K J J","N W S E E S S E E W N","482397 486690 488743 491969 494062 495862 497928 500741 502581 509487 515966","482726 486957 490188 492264 494208 496199 498403 500804 502769 510055 516486","329 267 1445 295 146 337 475 63 188 568 520","5","6","2","3","2","4","421.181818181818","373.643096599367"
"43","1","13","36000","516695","2 2 5.5 5.5 5.5 5.5 5.5 5.5 5.5 5.5 3.5 5.5","6 6 6 6 1.25 -2 -2 -2 1.25 1.25 -0.5 1.25","D D E E M S S S M M O M","N E E S S S W N N W E E","518206 524165 526218 527511 529604 533097 536670 539017 541230 544016 545869 551722","521676 524424 526244 527878 529651 534049 537295 539445 541628 544142 546074 551746","3470 259 26 367 47 952 625 428 398 126 205 24","7","5","3","3","2","4","577.25","950.786193822584"
"43","1","14","27903","551255","5.5 5.5 5.5 5.5 2 2 2 2 2 2 2","1.25 1.25 -2 -2 -2 -2 -2 -2 -2 -2 -2","M M S S R R R R R R R","E S S W W S E N W N E","551722 557548 559587 562321 564307 567053 569026 571479 573426 575572 579158","551746 557856 559694 562575 564696 567296 569700 571694 573846 577377 581612","24 308 107 254 389 243 674 215 420 1805 2454","3","8","2","3","3","3","626.636363636364","775.848731741861"
"43","2","1","36000","37366","2 2 2 2 2 2 5.5 5.5 5.5 5.5 3.5 5.5 5.5","-5.75 -5.75 -2 -2 -2 -2 -2 -2 1.25 1.25 -0.5 1.25 1.25","U U R R R R S S M M O M M","W N N W S E E N N W E E S","37366 41459 43618 46485 48351 50098 51937 54284 56190 59030 60936 66989 73095","38578 41892 43776 46625 48357 50139 52033 54459 56630 59207 61327 67277 73470","1212 433 158 140 6 41 96 175 440 177 391 288 375","5","8","4","2","3","4","302.461538461538","310.195533866575"
"43","2","2","36000","71926","5.5 5.5 5.5 5.5 5.5 8.5 8.5 8.5 8.5 8.5 8.5 5.5 2 2","1.25 1.25 1.25 6 6 6 6 1.5 1.5 6 6 6 6 6","M M M E E F F N N F F E D D","S W N N E E S S N N W W W S","73095 75188 77161 78908 82000 84054 86013 87880 92226 95786 99825 102105 104078 106571","73470 75434 77185 79101 82268 84216 86122 88735 92508 96313 100360 102294 104416 106803","375 246 24 193 268 162 109 855 282 527 535 189 338 232","6","8","4","4","4","2","309.642857142857","212.114848115847"
"43","2","3","36000","106486","2 2 -1 -1 -1 -1 -1 -2.5 -2.5 -2.5 -2.5 -5.5 -5.5 -5.5 -5.5 -5.5","6 6 6 6 3 6 6 6 6 3.75 3.75 3.75 3.75 6 6 3.75","D D C C I C C B B H H G G A A G","S W W S E N W W S S W W N W S S","106571 108544 110504 112664 114637 118716 122849 124755 125995 127928 129822 132155 134421 136247 139847 141873","106803 108738 110840 112854 114753 118901 122958 124857 126203 128130 130355 132609 134446 136425 140168 141910","232 194 336 190 116 185 109 102 208 202 533 454 25 178 321 37","8","8","2","6","7","1","213.875","138.932537585693"
